user_id,organization_id,email,name,role,profile_photo_url,created_at,is_active,state
1c19252f-8458-415d-8e1b-a73ca30f268d,531,sitara.pochampally@doordash.com,Sitara Pochampally,admin,,2020-05-14 00:00:00,True,Andhra Pradesh
7509509b-6f81-425f-a4c7-cab1ec54156f,531,ramana.paleti@doordash.com,Ramana Paleti,limited_access,,2020-06-17 00:00:00,True,Andhra Pradesh
477a716e-184d-46d7-a8ab-32623f3dd28c,531,krishnaveni.ippili@doordash.com,Krishnaveni Ippili,member,,2020-08-21 00:00:00,True,Andhra Pradesh
d2c609e2-6017-4281-ac3f-bae232498d1b,531,yaswanth.chekuri@doordash.com,Yaswanth Chekuri,guest,,2020-06-22 00:00:00,True,Andhra Pradesh
e804dd03-fe46-4e83-93e5-b854d9b3532e,531,usharani.vallabhaneni@doordash.com,Usharani Vallabhaneni,limited_access,,2020-05-23 00:00:00,True,Andhra Pradesh
f284335b-7670-48ec-8c1e-97eb49f9115c,531,parandham.bhimavarapu@doordash.com,Parandham Bhimavarapu,limited_access,,2020-05-10 00:00:00,True,Andhra Pradesh
6b2e2282-630b-4b1a-9ab9-441f82301e64,531,veena.kadapa@doordash.com,Veena Kadapa,admin,,2020-08-29 00:00:00,True,Andhra Pradesh
2223b8a6-97e0-4ff1-bff5-15ca2cf54ee3,531,ketan.jammi@doordash.com,Ketan Jammi,admin,,2020-10-04 00:00:00,True,Andhra Pradesh
a567abbe-c2e8-4610-b028-e6207c65c7ff,531,rohini.mudunuri@doordash.com,Rohini Mudunuri,admin,,2020-06-29 00:00:00,True,Andhra Pradesh
b0970837-f22c-4adf-aa38-37dcbe8eeef1,531,sanjay.rambhatla@doordash.com,Sanjay Rambhatla,member,,2020-11-29 00:00:00,True,Andhra Pradesh
f8f5b9e1-f29f-40ac-bf82-7a2d8f4bb0c7,531,saanvi.pedapudi@doordash.com,Saanvi Pedapudi,admin,,2020-11-30 00:00:00,True,Andhra Pradesh
555ab493-ce5f-4270-82f5-976027f59642,531,rayalu.maddala@doordash.com,Rayalu Maddala,admin,,2020-01-17 00:00:00,True,Andhra Pradesh
62853f7f-d1ec-4a80-8c13-98009e028e6a,531,deepamala.thallam@doordash.com,Deepamala Thallam,member,,2020-04-13 00:00:00,True,Andhra Pradesh
76bba148-1689-4000-974d-0842cd1b6304,531,swami.bellam@doordash.com,Swami Bellam,admin,,2020-11-15 00:00:00,True,Andhra Pradesh
f95fe672-aa55-48c2-982e-737441a651e4,531,lavanya.gella@doordash.com,Lavanya Gella,member,,2020-05-03 00:00:00,True,Andhra Pradesh
031d7067-c614-4baa-a0de-849944cfc27e,531,satyanarayanaiah.mekapati@doordash.com,Satyanarayanaiah Mekapati,member,,2020-08-31 00:00:00,True,Andhra Pradesh
bf3a7673-2e8f-40ff-b80b-cfad5dabd59c,531,parameswari.papannagari@doordash.com,Parameswari Papannagari,admin,,2020-10-16 00:00:00,True,Andhra Pradesh
07c0358b-b5e7-415e-acc4-3c878da2e50c,531,haribabu.anumolu@doordash.com,Haribabu Anumolu,member,,2020-08-27 00:00:00,True,Andhra Pradesh
0eb6aa02-9b27-4946-a7ac-1ea3d1fa5454,531,smitha.edara@doordash.com,Smitha Edara,guest,,2020-07-08 00:00:00,True,Andhra Pradesh
44f986e2-7319-4596-babc-7dcf588076d4,531,bhargavaiah.bellam@doordash.com,Bhargavaiah Bellam,member,,2020-11-07 00:00:00,True,Andhra Pradesh
23134cd6-2074-4bad-9f50-53eacfe21da0,531,urvashi.sambhu@doordash.com,Urvashi Sambhu,admin,,2020-03-25 00:00:00,True,Andhra Pradesh
ba356658-10ca-4c9b-8e61-51d137e26e55,531,krishnamoorthy.kadapa@doordash.com,Krishnamoorthy Kadapa,guest,,2020-02-26 00:00:00,True,Andhra Pradesh
9f621d9f-a42d-4a98-a9e1-c8292c15d408,531,chandralekha.kolluru@doordash.com,Chandralekha Kolluru,admin,,2020-06-09 00:00:00,True,Andhra Pradesh
1d1de15a-cf7a-464e-9f9d-c164d2b81c49,531,shankaranna.chilakala@doordash.com,Shankaranna Chilakala,limited_access,,2020-07-23 00:00:00,True,Andhra Pradesh
5a93b0c2-f7b4-4f08-b5a7-0ac6f78f3846,531,yellamma.jaladi@doordash.com,Yellamma Jaladi,member,,2020-02-09 00:00:00,True,Andhra Pradesh
9cb77629-18d7-4b59-997d-b50e97837c1d,531,vamsi.neredla@doordash.com,Vamsi Neredla,member,,2020-02-23 00:00:00,True,Andhra Pradesh
6a964a6b-10a5-4e2d-ba59-b6e434a1e747,531,suguna.panthulu@doordash.com,Suguna Panthulu,guest,,2020-12-17 00:00:00,True,Andhra Pradesh
cab2c56d-6436-4e3d-8f47-91ea557cce6b,531,harish.mukkara@doordash.com,Harish Mukkara,admin,,2020-10-17 00:00:00,True,Andhra Pradesh
75c31c7c-17ac-41ae-9768-245bd3f356af,531,renuka.chinthala@doordash.com,Renuka Chinthala,admin,,2020-06-27 00:00:00,True,Andhra Pradesh
85a551c6-f58c-4027-ac5f-11af827c6941,531,harihara.chilakala@doordash.com,Harihara Chilakala,limited_access,,2020-12-05 00:00:00,True,Andhra Pradesh
2bb8c1e4-b289-4a13-9ac5-fd14a20b6c12,531,yashoda.kadapa@doordash.com,Yashoda Kadapa,guest,,2020-02-06 00:00:00,True,Andhra Pradesh
83c3d6a3-95a3-4151-9798-594a44e8f009,531,sriram.thallam@doordash.com,Sriram Thallam,guest,,2020-01-08 00:00:00,True,Andhra Pradesh
0f903fbc-8939-4fbc-ac19-5aa034bbb998,531,archamma.pagadala@doordash.com,Archamma Pagadala,limited_access,,2020-09-08 00:00:00,True,Andhra Pradesh
895fd04d-1c97-494e-baa4-b8453ee35b7a,531,vidyasagar.onteddu@doordash.com,Vidyasagar Onteddu,admin,,2020-08-10 00:00:00,True,Andhra Pradesh
7c6bc6ab-8450-4087-ac01-864f936a426a,531,nageswari.roga@doordash.com,Nageswari Roga,guest,,2020-11-22 00:00:00,True,Andhra Pradesh
f758de2b-6c81-4ef4-9602-33ee42045b83,531,eshwar.edara@doordash.com,Eshwar Edara,limited_access,,2020-12-29 00:00:00,True,Andhra Pradesh
d929edd8-5754-4520-a504-ef283bb037ce,531,mallika.rambhatla@doordash.com,Mallika Rambhatla,member,,2020-08-11 00:00:00,True,Andhra Pradesh
c994e53d-89ee-4a7a-ae15-fc4dbac62538,531,kondaiah.kamani@doordash.com,Kondaiah Kamani,member,,2020-09-25 00:00:00,True,Andhra Pradesh
6e8a7504-e604-42ca-aac3-fb36e8537b76,531,vardhini.barla@doordash.com,Vardhini Barla,guest,,2020-11-12 00:00:00,True,Andhra Pradesh
219ad064-9b58-4840-8523-4508b6ecf5ab,531,vasu.tatikonda@doordash.com,Vasu Tatikonda,limited_access,,2020-08-27 00:00:00,True,Andhra Pradesh
b15e6ebf-0eb6-41b1-904b-dfe378cfedc1,531,aadarshini.saride@doordash.com,Aadarshini Saride,limited_access,,2020-10-31 00:00:00,True,Andhra Pradesh
eaf1c9ce-f70e-4dbe-9aa9-3004046a5f5b,531,kondalrao.donepudi@doordash.com,Kondalrao Donepudi,guest,,2020-06-15 00:00:00,True,Andhra Pradesh
fc38604b-610d-4621-98da-d331a5b93a03,531,bhuvaneshwari.kuruva@doordash.com,Bhuvaneshwari Kuruva,member,,2020-02-15 00:00:00,True,Andhra Pradesh
85047d24-6ef8-4b27-800c-9bb7ff3d9498,531,adikesavulu.seelam@doordash.com,Adikesavulu Seelam,guest,,2020-08-19 00:00:00,True,Andhra Pradesh
06d01cfb-d2d6-4734-8a84-5a584df00f7b,531,vasanthi.komaragiri@doordash.com,Vasanthi Komaragiri,member,,2020-08-26 00:00:00,True,Andhra Pradesh
41489992-8c0a-431e-9894-06e4c0627f80,531,pradeep.gajula@doordash.com,Pradeep Gajula,limited_access,,2020-06-22 00:00:00,True,Andhra Pradesh
51aad9fd-5c8d-4872-a488-227cc8b589c6,531,reshmi.eranki@doordash.com,Reshmi Eranki,admin,,2020-09-11 00:00:00,True,Andhra Pradesh
81cc5959-25b9-4450-967c-62d6671b5fdb,531,ramakrishnayya.pidathala@doordash.com,Ramakrishnayya Pidathala,guest,,2020-04-04 00:00:00,True,Andhra Pradesh
9b8292ac-4f0f-4012-a737-b339c95d81cf,531,shyamala.kapilavai@doordash.com,Shyamala Kapilavai,limited_access,,2020-04-19 00:00:00,True,Andhra Pradesh
763d0dbb-6464-4516-8e18-909750c06ac2,531,annaraya.jampala@doordash.com,Annaraya Jampala,guest,,2020-05-13 00:00:00,True,Andhra Pradesh
29ec2b3e-c67b-4d7c-87de-e6be4f8e04b2,531,sharmila.chada@doordash.com,Sharmila Chada,guest,,2020-05-24 00:00:00,True,Andhra Pradesh
28454067-27f1-4d3d-a960-d7f22e9acfe9,531,chittemmaiah.kurra@doordash.com,Chittemmaiah Kurra,guest,,2020-10-12 00:00:00,True,Andhra Pradesh
68fac4ab-4b30-4786-af2f-23858cc4b972,531,saketha.pitla@doordash.com,Saketha Pitla,admin,,2020-09-22 00:00:00,True,Andhra Pradesh
279a4834-63f7-4b48-8fbe-c293d921430c,531,dharan.saladi@doordash.com,Dharan Saladi,member,,2020-02-14 00:00:00,True,Andhra Pradesh
dddd80a0-d8d2-4ac8-ae6c-0ab43041f2f6,531,chitra.chekuri@doordash.com,Chitra Chekuri,member,,2020-07-28 00:00:00,True,Andhra Pradesh
f8f29d1b-6db2-40d1-8728-212f7fdc8d4e,531,ramana.putchala@doordash.com,Ramana Putchala,limited_access,,2020-10-12 00:00:00,True,Andhra Pradesh
e8f0ad5a-0aeb-4461-a2bb-7c168f91c1bf,531,sobhana.kanumuri@doordash.com,Sobhana Kanumuri,member,,2020-12-20 00:00:00,True,Andhra Pradesh
5a752919-3d55-4c4f-bbb6-1ac0da9cee76,531,giridhar.kadari@doordash.com,Giridhar Kadari,limited_access,,2020-11-27 00:00:00,True,Andhra Pradesh
55f993ef-3cbd-4a90-87cf-b03f830b807a,531,chinthamani.motapothula@doordash.com,Chinthamani Motapothula,limited_access,,2020-08-18 00:00:00,True,Andhra Pradesh
e7aed924-3724-467b-9bcf-104d605bb9ef,531,sitaramaiah.madala@doordash.com,Sitaramaiah Madala,admin,,2020-02-18 00:00:00,True,Andhra Pradesh
94a38dea-f7ec-4501-b4a7-728f056fb4f0,531,hitha.manepalli@doordash.com,Hitha Manepalli,guest,,2020-04-24 00:00:00,True,Andhra Pradesh
3350b9af-d0ce-47e6-9541-f0de5f4c693c,531,amarnath.nukala@doordash.com,Amarnath Nukala,limited_access,,2020-12-21 00:00:00,True,Andhra Pradesh
1018d88c-91bd-4dbf-81a1-f8a70cbf61ba,531,saritha.bommala@doordash.com,Saritha Bommala,member,,2020-06-06 00:00:00,True,Andhra Pradesh
2c9dae4f-2700-4de0-bcce-7ad0ebf4088b,531,shrinivas.polimera@doordash.com,Shrinivas Polimera,guest,,2020-08-31 00:00:00,True,Andhra Pradesh
582f0043-f95b-4475-a22f-0d47e062d9f6,531,vasantha.ippili@doordash.com,Vasantha Ippili,guest,,2020-08-06 00:00:00,True,Andhra Pradesh
6a4eaf3f-b02b-406c-a6d9-b87df832de00,531,mahalingam.gella@doordash.com,Mahalingam Gella,guest,,2020-06-30 00:00:00,True,Andhra Pradesh
d03cb2ef-5d17-42a2-9398-274f03ecabe8,531,rani.chenchu@doordash.com,Rani Chenchu,limited_access,,2020-05-19 00:00:00,True,Andhra Pradesh
d50497ea-6e81-4941-87ec-22dd46c18737,531,rajaiah.aavula@doordash.com,Rajaiah Aavula,guest,,2020-05-09 00:00:00,True,Andhra Pradesh
ad9f5356-06e3-47d3-8c39-a76a6e0bfdea,531,saritha.saride@doordash.com,Saritha Saride,member,,2020-03-03 00:00:00,True,Andhra Pradesh
3a24c6e7-8710-4e28-b861-1af0230a67b6,531,ramakrishnayya.lanka@doordash.com,Ramakrishnayya Lanka,member,,2020-06-11 00:00:00,True,Andhra Pradesh
a84438d3-0013-4955-9ac3-b057d333ed86,531,hrudhya.chittibabu@doordash.com,Hrudhya Chittibabu,admin,,2020-10-02 00:00:00,True,Andhra Pradesh
f68bb721-9fc9-4540-908a-e88c75bde5ac,531,chandrasekharayya.tatikonda@doordash.com,Chandrasekharayya Tatikonda,member,,2020-04-09 00:00:00,True,Andhra Pradesh
238168d0-2d5e-412d-ad56-febf247e766a,531,bhudevi.sampangirama@doordash.com,Bhudevi Sampangirama,member,,2020-09-05 00:00:00,True,Andhra Pradesh
46fcbe70-472d-487d-94d6-d4203964390e,531,gangappa.roga@doordash.com,Gangappa Roga,guest,,2020-10-29 00:00:00,True,Andhra Pradesh
883bd3f3-df9f-4b20-9e1f-47b156a0f93e,531,archamma.lankapati@doordash.com,Archamma Lankapati,guest,,2020-02-22 00:00:00,True,Andhra Pradesh
7e491cb7-32c8-4f53-ab34-72e8cebef804,531,sundar.chekuri@doordash.com,Sundar Chekuri,member,,2020-06-01 00:00:00,True,Andhra Pradesh
8d99bf28-40d4-45d6-a4c9-a22df1ae46ea,531,shivani.podipireddy@doordash.com,Shivani Podipireddy,member,,2020-07-04 00:00:00,True,Andhra Pradesh
16f6b10c-f970-419b-89eb-417ea608fa9d,531,ramanuj.maganti@doordash.com,Ramanuj Maganti,member,,2020-06-04 00:00:00,True,Andhra Pradesh
59a97a5a-3d91-489f-8135-964f28e8384b,531,gouri.thallam@doordash.com,Gouri Thallam,admin,,2020-12-29 00:00:00,True,Andhra Pradesh
5c443f62-4cd2-442d-b5b6-64525dd0e95b,531,aadhitya.mudigonda@doordash.com,Aadhitya Mudigonda,member,,2020-05-21 00:00:00,True,Andhra Pradesh
7615ba9d-ac56-4b79-acf0-29f6bd1a511d,531,kanakadurga.kurapati@doordash.com,Kanakadurga Kurapati,admin,,2020-01-29 00:00:00,True,Andhra Pradesh
2bef69e1-2df5-40b7-8632-24bbc7298d29,531,arjun.bollineni@doordash.com,Arjun Bollineni,guest,,2020-12-24 00:00:00,True,Andhra Pradesh
be449c19-3500-4b0d-b7e1-17876530853e,531,gowramma.saride@doordash.com,Gowramma Saride,member,,2020-11-23 00:00:00,True,Andhra Pradesh
8868d4ad-5341-4612-9117-df398e2d2681,531,jayaramayya.emandi@doordash.com,Jayaramayya Emandi,limited_access,,2020-02-23 00:00:00,True,Andhra Pradesh
3856e45e-b0e5-44a4-8fbe-1f9db0a5770c,531,neelima.emandi@doordash.com,Neelima Emandi,admin,,2020-10-21 00:00:00,True,Andhra Pradesh
6120aea8-d5bf-4fae-a831-8e3ec57f31af,531,ishwara.bellapu@doordash.com,Ishwara Bellapu,guest,,2020-08-29 00:00:00,True,Andhra Pradesh
ff22329b-9686-4662-8954-4350ddc5efb7,531,srimathi.kuncham@doordash.com,Srimathi Kuncham,limited_access,,2020-08-14 00:00:00,True,Andhra Pradesh
d2e02de2-3795-48e4-a830-6db7ecc69983,531,hari.pochampally@doordash.com,Hari Pochampally,guest,,2020-04-05 00:00:00,True,Andhra Pradesh
c60faaae-f833-4756-8cf6-962d8ca3f111,531,kusuma.polimera@doordash.com,Kusuma Polimera,admin,,2020-05-10 00:00:00,True,Andhra Pradesh
0915a246-5e83-4995-b417-20d06cd4daf2,531,nagarjuna.borusu@doordash.com,Nagarjuna Borusu,limited_access,,2020-02-29 00:00:00,True,Andhra Pradesh
2a7b229e-9097-4b58-a2fb-fd0070549e01,531,madhura.kosaraju@doordash.com,Madhura Kosaraju,admin,,2020-07-25 00:00:00,True,Andhra Pradesh
2134ad1f-f916-4822-82a6-d99533985ed5,531,ranjith.gajula@doordash.com,Ranjith Gajula,limited_access,,2020-02-08 00:00:00,True,Andhra Pradesh
0b38c05c-d9b9-4776-b891-8138fde70a89,531,tharunika.sammeta@doordash.com,Tharunika Sammeta,admin,,2020-03-19 00:00:00,True,Andhra Pradesh
0dc30073-dcf5-4a47-a002-a009352ac17a,531,harinathaiah.vemuri@doordash.com,Harinathaiah Vemuri,member,,2020-10-16 00:00:00,True,Andhra Pradesh
d4369d81-aa58-4875-b20f-b51afeed02af,531,meena.tirumala@doordash.com,Meena Tirumala,guest,,2020-02-14 00:00:00,True,Andhra Pradesh
a50693e1-86b0-406b-870c-18fd74a9ae5e,531,surya.parachuri@doordash.com,Surya Parachuri,member,,2020-03-02 00:00:00,True,Andhra Pradesh
f9ba4e7e-9222-44ec-b2dd-73dd58eadfc3,531,lakshmidevi.kamani@doordash.com,Lakshmidevi Kamani,limited_access,,2020-11-07 00:00:00,True,Andhra Pradesh
ab26c5c6-fa86-4a08-b5ae-e0ad58ad9860,531,sudhakaranna.kavuri@doordash.com,Sudhakaranna Kavuri,member,,2020-09-25 00:00:00,True,Andhra Pradesh
cd1c9528-ca0d-4e93-a8df-71fc8e7f9682,531,latha.kolagatla@doordash.com,Latha Kolagatla,limited_access,,2020-08-19 00:00:00,True,Andhra Pradesh
f8e170f2-b976-4e6d-bb7f-2dc85870c649,531,mohanrao.eranki@doordash.com,Mohanrao Eranki,limited_access,,2020-06-02 00:00:00,True,Andhra Pradesh
70935867-ba39-4e9a-8d08-5f86e191b0f1,531,priyadarshini.barla@doordash.com,Priyadarshini Barla,limited_access,,2020-06-06 00:00:00,True,Andhra Pradesh
32e983da-9199-4f00-be50-0a262da45674,531,prabhakaraiah.alla@doordash.com,Prabhakaraiah Alla,admin,,2020-11-09 00:00:00,True,Andhra Pradesh
50d52679-92c9-4b64-b59d-72763943a4e1,531,kanthi.manepalli@doordash.com,Kanthi Manepalli,admin,,2020-04-17 00:00:00,True,Andhra Pradesh
858652c6-5ceb-4ac2-a63e-f1ebfecd4205,531,yashwant.mogali@doordash.com,Yashwant Mogali,member,,2020-05-16 00:00:00,True,Andhra Pradesh
83f4115c-32d1-4be7-8ced-575bad429959,531,sharmila.adapa@doordash.com,Sharmila Adapa,admin,,2020-03-22 00:00:00,True,Andhra Pradesh
6ef9ac23-bc3d-438f-a854-f37998586575,531,harikrishna.papolu@doordash.com,Harikrishna Papolu,member,,2020-03-30 00:00:00,True,Andhra Pradesh
d49b69b9-53e2-4366-8d5c-282e4c85b27f,531,priyanka.bandaru@doordash.com,Priyanka Bandaru,admin,,2020-03-22 00:00:00,True,Andhra Pradesh
09f000b3-4178-460f-af5f-711a58705d99,531,yajnesh.bathula@doordash.com,Yajnesh Bathula,admin,,2020-07-29 00:00:00,True,Andhra Pradesh
c2280f41-a973-4c36-83b8-f10cd4b20108,531,mallika.saladi@doordash.com,Mallika Saladi,limited_access,,2020-12-19 00:00:00,True,Andhra Pradesh
1ccb3563-1023-43bc-afc1-52f955d6b4b4,531,narayanaiah.battula@doordash.com,Narayanaiah Battula,limited_access,,2020-05-30 00:00:00,True,Andhra Pradesh
a0966afb-050b-46e9-81ea-65d34e64b19a,531,vaidehi.ellam@doordash.com,Vaidehi Ellam,admin,,2020-04-29 00:00:00,True,Andhra Pradesh
2c5d166d-3106-44c4-8b02-5ddb75e4b1f1,531,yogaraj.neredla@doordash.com,Yogaraj Neredla,guest,,2020-12-28 00:00:00,True,Andhra Pradesh
66cd95cd-fa9c-4e36-843e-bac0cc163822,531,sujatha.donepudi@doordash.com,Sujatha Donepudi,guest,,2020-12-26 00:00:00,True,Andhra Pradesh
7ccdc07c-7a4f-4c6d-8ed1-d74299f83efc,531,narayana.paturu@doordash.com,Narayana Paturu,limited_access,,2020-02-07 00:00:00,True,Andhra Pradesh
388bdc90-bf26-4d7a-9691-8b0add9684e2,531,devamma.mekapati@doordash.com,Devamma Mekapati,member,,2020-05-16 00:00:00,True,Andhra Pradesh
12333ebe-8784-4ceb-97ff-5211efe008cb,531,sugunarao.emani@doordash.com,Sugunarao Emani,member,,2020-08-06 00:00:00,True,Andhra Pradesh
00643b91-b7b4-42cd-ab64-92b05232f659,531,kamala.kosaraju@doordash.com,Kamala Kosaraju,admin,,2020-10-06 00:00:00,True,Andhra Pradesh
102f1ed8-cb99-4f15-833c-37ada8d2f693,531,bhoopal.deekonda@doordash.com,Bhoopal Deekonda,member,,2020-11-28 00:00:00,True,Andhra Pradesh
adbab970-c09e-40a8-bb36-9b5da909f0d2,531,pavani.bhamidipati@doordash.com,Pavani Bhamidipati,member,,2020-05-17 00:00:00,True,Andhra Pradesh
f27b5650-5110-4606-b8cc-bcefd1af036d,531,kumarayya.jaladi@doordash.com,Kumarayya Jaladi,member,,2020-02-07 00:00:00,True,Andhra Pradesh
a05839ed-59f7-4e3d-97ef-07fefc644366,531,krishnaveni.kandru@doordash.com,Krishnaveni Kandru,admin,,2020-03-26 00:00:00,True,Andhra Pradesh
a3e07bd0-400e-4730-8eb9-0d81812f2308,531,singanna.sambhu@doordash.com,Singanna Sambhu,guest,,2020-11-01 00:00:00,True,Andhra Pradesh
1a64597b-c517-4d01-9542-ce3a8225c024,531,sanjana.bachu@doordash.com,Sanjana Bachu,guest,,2020-08-13 00:00:00,True,Andhra Pradesh
b265a1f9-a710-4819-b89b-fcdeaca976ce,531,kiran.bandaru@doordash.com,Kiran Bandaru,admin,,2020-08-28 00:00:00,True,Andhra Pradesh
446eded2-f9c2-45bb-b421-2b66aff3fede,531,naga.lakshmipedapudi@doordash.com,Naga Lakshmi Pedapudi,guest,,2020-12-25 00:00:00,True,Andhra Pradesh
9969d0d2-d790-4f44-b88f-1e49eed5c4b9,531,pratapaiah.ragipindi@doordash.com,Pratapaiah Ragipindi,limited_access,,2020-05-20 00:00:00,True,Andhra Pradesh
86b88fff-90f2-4536-81a9-c0dc7a8f0e49,531,chandramma.eranki@doordash.com,Chandramma Eranki,limited_access,,2020-08-13 00:00:00,True,Andhra Pradesh
1f4918c9-8c80-4bdb-9ceb-869bba4c73ec,531,subbarao.deekonda@doordash.com,Subbarao Deekonda,admin,,2020-11-03 00:00:00,True,Andhra Pradesh
8e40104a-7f7a-4ba9-ae2f-58c6d64474bc,531,jamuna.kodati@doordash.com,Jamuna Kodati,admin,,2020-08-10 00:00:00,True,Andhra Pradesh
1dbd4c01-157e-43d7-a1f8-99ce7a1bf015,531,perumal.kanumuri@doordash.com,Perumal Kanumuri,guest,,2020-11-06 00:00:00,True,Andhra Pradesh
192ccaf5-f1f9-42a5-85f4-ccda54a37239,531,vanaja.gangaraju@doordash.com,Vanaja Gangaraju,guest,,2020-01-15 00:00:00,True,Andhra Pradesh
02ab7c69-a127-44c8-8fe7-5d3f2f25f98f,531,seshappa.eranki@doordash.com,Seshappa Eranki,admin,,2020-04-28 00:00:00,True,Andhra Pradesh
fde5966a-4ace-4e29-9e7c-3e80977c987d,531,vinodha.kethineni@doordash.com,Vinodha Kethineni,admin,,2020-12-11 00:00:00,True,Andhra Pradesh
0d8fb624-bf81-4908-a0f8-3c6028e67282,531,kiran.avirneni@doordash.com,Kiran Avirneni,guest,,2020-10-23 00:00:00,True,Andhra Pradesh
0ce531e2-21e0-4e7d-92fc-ae931fa4317f,531,devasena.maganti@doordash.com,Devasena Maganti,admin,,2020-03-31 00:00:00,True,Andhra Pradesh
666e701b-fec2-4c89-9877-183662e913ce,531,anirudh.bhajana@doordash.com,Anirudh Bhajana,limited_access,,2020-09-23 00:00:00,True,Andhra Pradesh
939361ee-3357-409a-b76f-2a2c9c9f59c0,531,swathi.saagi@doordash.com,Swathi Saagi,limited_access,,2020-05-23 00:00:00,True,Andhra Pradesh
05caf458-9e18-4571-9dc9-3d2eb2220b73,531,bhanudas.chilukoti@doordash.com,Bhanudas Chilukoti,member,,2020-10-27 00:00:00,True,Andhra Pradesh
24c2063b-418c-45ed-949f-524ff3e81c55,531,annapoorna.kuncham@doordash.com,Annapoorna Kuncham,limited_access,,2020-11-22 00:00:00,True,Andhra Pradesh
f869cb19-b6f7-44fb-9872-e56eb1d8e311,531,vaddanapudi.donepudi@doordash.com,Vaddanapudi Donepudi,limited_access,,2020-02-17 00:00:00,True,Andhra Pradesh
97b3f240-bc99-4f56-b0d8-f1cf2ad36e06,531,ahalya.tallapaka@doordash.com,Ahalya Tallapaka,limited_access,,2020-06-28 00:00:00,True,Andhra Pradesh
4bcc5a26-e815-4504-b41a-38c2bfbfc358,531,ganesha.chilukoti@doordash.com,Ganesha Chilukoti,limited_access,,2020-06-20 00:00:00,True,Andhra Pradesh
4b7c92aa-a023-46a5-9080-94a818074167,531,rekha.aavula@doordash.com,Rekha Aavula,guest,,2020-12-10 00:00:00,True,Andhra Pradesh
dbeaeac9-159f-47c9-85b1-cf4a6be52908,531,vignesh.gajula@doordash.com,Vignesh Gajula,admin,,2020-03-24 00:00:00,True,Andhra Pradesh
8762a002-e844-44bc-b160-1d506a8ce042,531,kamala.pullabhotla@doordash.com,Kamala Pullabhotla,guest,,2020-07-30 00:00:00,True,Andhra Pradesh
5069b182-c522-4c0f-a5d1-c2eec4b19edd,531,rajarathnaiah.garikapati@doordash.com,Rajarathnaiah Garikapati,limited_access,,2020-05-28 00:00:00,True,Andhra Pradesh
